"class","obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","redshift","plate","MJD","fiber_ID"
"QSO",1.23767e+18,197.0968769,33.1538324,21.69694,21.28679,21.07223,20.64507,20.54019,4576,301,1,516,1.1544e+19,1.894215,10253,58487,390
"QSO",1.23766e+18,245.6252831,36.69609801,20.66693,20.77353,20.84614,20.57177,20.68344,3705,301,2,291,1.20821e+19,1.75925,10731,58247,341
"QSO",1.24e+18,29.13800891,31.05766297,21.68297,21.11353,21.00454,20.64541,20.50667,7941,301,6,72,8.71122e+18,0.6054204,7737,57722,473
"QSO",1.23766e+18,204.6239512,39.15969694,21.91459,21.07248,20.90278,20.61203,20.22205,4382,301,5,92,9.95979e+18,2.266307,8846,57428,294
"QSO",1.23766e+18,16.21480548,0.699616316,24.21497,22.06556,21.60563,21.61062,21.57221,4128,301,5,231,8.86553e+18,3.244582,7874,57279,700
"QSO",1.23766e+18,14.06917972,0.910051931,22.73139,22.10019,22.05675,21.57894,21.44348,4263,301,6,209,8.86329e+18,1.699566,7872,57279,754
"QSO",1.23766e+18,345.2028988,13.90545459,21.607,20.5661,20.55391,20.5518,20.39387,2566,301,3,213,6.91311e+18,2.748552,6140,56189,313
"QSO",1.23768e+18,340.3385235,10.40537046,22.06802,21.49244,21.38441,21.52932,21.21731,7773,301,1,181,5.69052e+18,2.548761,5054,56191,796
"QSO",1.23766e+18,249.7852871,40.49032292,19.73802,19.36697,19.43219,19.30856,19.29564,2305,301,5,54,9.6029e+18,0.6263779,8529,58013,348
"QSO",1.23766e+18,171.2725913,45.51859709,20.64449,20.40692,20.40852,20.15785,20.22351,3698,301,1,105,8.32722e+18,1.58885,7396,56809,240
"QSO",1.23766e+18,147.4871648,53.55886146,21.91472,21.75451,21.71595,21.69206,21.68626,2243,301,3,195,9.21229e+18,1.452096,8182,56993,629
"QSO",1.23766e+18,223.4749317,56.62497665,22.43077,21.9845,22.09774,22.19243,21.18254,2326,301,4,199,7.64958e+18,2.463137,6794,56448,776
"QSO",1.23766e+18,219.9080914,44.24268564,22.32338,21.86093,21.54944,21.26919,20.88545,2964,301,3,483,9.56592e+18,1.816227,8496,58159,988
"QSO",1.23765e+18,238.2946501,55.15756362,21.41372,21.34771,21.46674,20.94366,20.74328,1412,301,3,351,9.47234e+18,2.042739,8413,57897,532
"QSO",1.23766e+18,202.8089751,47.89272361,21.95999,20.98421,20.59896,20.51529,20.06312,3650,301,2,88,8.33862e+18,2.375161,7406,56805,735
"QSO",1.23766e+18,23.35615223,0.87629676,20.57525,20.52632,20.47708,20.15508,20.26694,4263,301,6,272,4.76274e+18,1.810922,4230,55483,679
"QSO",1.23766e+18,129.8998443,8.200612629,22.08548,21.52936,21.45106,21.45608,20.92174,4380,301,2,98,5.95058e+18,2.307116,5285,55946,738
"QSO",1.23768e+18,346.0908895,18.73785535,21.33736,21.17463,20.70295,20.49075,20.37183,7923,301,3,94,8.56611e+18,1.913325,7608,56945,970
"QSO",1.23766e+18,152.166958,46.32846563,19.74649,19.54328,19.40965,19.13038,19.16906,2964,301,6,175,8.31381e+18,1.599247,7384,56715,607
"QSO",1.23766e+18,229.769674,50.18189928,21.33547,21.01097,20.64347,20.2749,20.27523,3225,301,2,130,9.45205e+18,1.668627,8395,57834,426
"QSO",1.23766e+18,243.8407467,39.67241949,20.13115,20.03844,19.86144,19.95349,20.28625,3705,301,4,270,1.21e+19,1.336313,10730,58244,570
"QSO",1.23768e+18,320.0672369,1.255136437,21.45704,21.14403,21.0081,20.81927,21.34709,7712,301,2,63,5.78957e+18,1.613904,5142,55825,698
"QSO",1.23766e+18,217.7664657,45.01277427,19.00661,18.90638,18.78228,18.59911,18.68777,2964,301,3,472,1.45021e+18,1.474411,1288,52731,196
"QSO",1.23766e+18,131.9279394,33.63807634,22.314,21.15043,20.20949,19.26047,18.84351,4516,301,1,54,5.83903e+18,0.60242,5186,56337,393
"QSO",1.23766e+18,237.2926667,38.91101806,21.24646,21.08689,20.79359,20.76994,21.04091,3918,301,4,260,9.58483e+18,1.14516,8513,57842,166
"QSO",1.23768e+18,353.0930353,23.745489,20.67572,20.54528,20.34678,20.36685,20.25736,7708,301,2,163,8.56043e+18,1.300095,7603,56960,792
"QSO",1.23768e+18,38.44783048,-4.466324601,21.38534,21.40435,21.42777,21.07463,21.68576,7881,301,3,278,8.14615e+18,1.954671,7235,56603,963
"QSO",1.23767e+18,0.415260958,-4.088120912,22.9161,22.09029,21.58207,21.52661,21.00894,6361,301,3,23,7.91979e+18,0.8521381,7034,56564,760
"QSO",1.23766e+18,176.1306808,42.10282465,20.18329,20.08043,19.86734,19.79746,19.84652,3893,301,3,131,9.42293e+18,1.41917,8369,57451,988
"QSO",1.23768e+18,18.82142885,-5.138294358,25.7038,22.30434,20.86704,20.89336,21.14691,7881,301,3,147,8.91048e+18,3.871221,7914,57331,403
"QSO",1.23766e+18,147.3138978,35.78435353,21.20369,20.86491,20.6996,20.5887,20.28666,3647,301,3,68,5.14884e+18,0.8423869,4573,55587,346
"QSO",1.23765e+18,133.3210398,52.49551933,20.91756,20.46362,20.10181,19.92316,19.71439,1331,301,3,196,8.2124e+18,0.7267628,7294,56739,318
"QSO",1.23768e+18,1.914090009,-5.766879618,21.61812,20.57899,20.14936,19.80215,19.56717,7881,301,2,35,7.92078e+18,2.608605,7035,56568,282
"QSO",1.23766e+18,183.2014599,39.77359861,20.7274,20.4739,20.08903,20.12683,19.91813,3900,301,3,365,9.9532e+18,1.12946,8840,57425,879
"QSO",1.23766e+18,252.2745075,37.68690503,22.05901,21.5539,21.48394,21.47711,20.88693,2305,301,5,77,5.85258e+18,2.162126,5198,55823,549
"QSO",1.23766e+18,205.4688149,51.20281218,22.26867,21.0847,20.96561,20.77991,20.71645,3838,301,5,59,9.24503e+18,2.26485,8211,57423,950
"QSO",1.23766e+18,222.5661773,33.20352461,21.875,21.0813,20.36579,20.22224,20.08801,3900,301,3,580,1.23e+19,0.997933,10938,58514,120
"QSO",1.23766e+18,154.2819735,38.18674818,20.88611,21.10231,20.73229,20.63586,20.96821,3647,301,3,108,9.93725e+18,1.377898,8826,57452,206
"QSO",1.23766e+18,254.2040514,39.2824129,19.82324,19.51075,19.39012,19.27971,19.09658,2335,301,6,47,1.21159e+19,0.8441024,10761,58283,512
"QSO",1.23766e+18,208.0975469,52.09285566,19.66692,19.43685,19.36553,19.10759,19.24499,3180,301,2,44,7.60665e+18,1.618816,6756,56426,242
"QSO",1.23766e+18,221.5178982,34.24345239,21.15493,20.85887,20.79549,20.65007,20.48801,4002,301,4,88,1.23153e+19,2.188666,10938,58514,696
"QSO",1.23767e+18,192.4308447,34.0830881,22.30721,21.4091,21.4186,21.1309,20.57623,4576,301,2,489,1.15407e+19,2.278376,10250,58472,657
"QSO",1.23768e+18,347.493714,1.663738944,21.21454,20.62638,20.38175,20.0413,20.20817,7717,301,2,246,1.03282e+19,1.557133,9173,58069,994
"QSO",1.23766e+18,198.2813665,36.92153751,21.91048,21.55117,21.41052,21.11512,20.95343,4470,301,4,87,9.98674e+18,1.935636,8870,57779,16
"QSO",1.23766e+18,231.3851654,50.48103791,21.10575,21.00406,20.98811,20.75793,20.69518,3225,301,4,134,9.45198e+18,1.94252,8395,57834,184
"QSO",1.23768e+18,357.4589573,24.15197668,20.762,20.46322,20.44616,20.50968,19.94552,7708,301,2,190,8.55362e+18,0.8964087,7597,56973,586
"QSO",1.23766e+18,212.5722987,39.0010515,21.38807,21.56231,21.18669,21.26865,21.46736,3893,301,3,316,1.21138e+19,1.135933,10759,58526,952
"QSO",1.23766e+18,358.4368801,-0.772642535,20.32628,19.79517,19.72335,19.73876,19.39733,4263,301,2,105,4.74574e+18,2.228852,4215,55471,254
"QSO",1.23768e+18,330.1882165,2.400603707,21.85818,21.62177,21.2799,21.24762,21.23605,7712,301,4,130,1.27633e+19,1.152143,11336,58429,443
"QSO",1.23766e+18,343.213005,0.083668549,22.16199,21.3652,20.80714,20.63104,20.17914,4192,301,4,244,4.73574e+18,1.516812,4206,55471,738
"QSO",1.23766e+18,192.3737934,42.02284357,21.01427,21.01804,20.91817,20.78358,20.96713,3840,301,3,212,9.44196e+18,1.49306,8386,57518,609
"QSO",1.23768e+18,26.68143495,12.57305171,21.59242,20.9664,20.92391,20.80236,20.43522,7787,301,6,375,1.24448e+19,2.497794,11053,58437,652
"QSO",1.23767e+18,235.381275,18.25073657,19.03783,18.64706,18.50684,18.314,18.35018,4670,301,3,250,2.43995e+18,1.675256,2167,53889,472
"QSO",1.23768e+18,317.5566536,6.966395987,22.34903,21.82038,21.51008,21.07678,21.05987,7770,301,4,35,1.27419e+19,1.606699,11317,58398,210
"QSO",1.23768e+18,23.05939442,18.5329624,22.90396,22.05762,22.38811,21.86516,22.27104,7913,301,2,103,8.58848e+18,1.729352,7628,56978,413
"QSO",1.23768e+18,326.2414843,4.351543884,20.15892,19.85986,19.76457,19.52977,19.63526,7765,301,5,97,1.27499e+19,1.645903,11324,58395,747
"QSO",1.23768e+18,336.3010521,21.4365223,19.83328,19.62658,19.40437,19.40466,19.47204,7708,301,2,58,8.53675e+18,1.096949,7582,56960,644
"QSO",1.23766e+18,344.2020092,13.00150861,21.64928,21.10778,21.02424,21.0055,20.90645,2566,301,1,206,5.68138e+18,2.377875,5046,56243,308
"QSO",1.23768e+18,347.1374199,2.71325598,22.17253,21.73794,21.52853,20.93229,21.02015,7712,301,4,243,1.27183e+19,1.690922,11296,58425,414
"QSO",1.23768e+18,355.1794537,27.71493207,21.5028,21.59604,21.42026,21.01734,20.47349,8103,301,5,67,8.6673e+18,1.794403,7698,58013,444
"QSO",1.23766e+18,321.7503525,-0.563434861,20.73804,20.22908,20.1281,20.07843,19.81458,4207,301,2,116,1.03359e+19,0.7906266,9180,57693,506
"QSO",1.23767e+18,185.5676528,22.35835633,22.29323,21.68014,21.5201,21.45812,20.78305,5183,301,3,352,6.73183e+18,0.8494112,5979,56329,284
"QSO",1.23768e+18,352.1759519,27.51421156,23.23169,22.84422,21.12001,20.05129,19.75946,8103,301,5,50,7.41658e+18,1.230879,6587,56537,995
"QSO",1.23766e+18,135.1222413,64.96099205,24.27928,21.50597,20.29245,20.17411,20.0233,4264,301,5,214,2.11231e+18,3.648695,1876,54464,447
"QSO",1.23766e+18,188.8458283,42.08254902,21.738,21.57489,21.38124,21.31308,21.28084,3840,301,3,194,9.43982e+18,0.9171884,8384,57513,984
"QSO",1.23767e+18,185.1624525,35.22877714,23.15091,21.95841,22.0863,22.17224,21.53821,4552,301,4,101,4.46547e+18,2.392417,3966,55571,534
"QSO",1.23766e+18,151.5349241,39.60027439,22.06914,22.21581,21.4593,21.43253,20.8644,3562,301,3,32,9.93627e+18,1.161455,8825,57451,757
"QSO",1.23767e+18,16.84212602,7.003952344,21.59264,21.67547,21.20473,21.3347,21.14224,5656,301,3,127,1.24661e+19,1.168787,11072,58436,351
"QSO",1.23766e+18,246.3649802,51.34410404,19.94942,20.02996,19.85383,19.89408,19.86172,4011,301,2,98,9.07264e+18,1.208794,8058,57196,500
"QSO",1.23766e+18,54.56066271,0.89264607,22.43215,21.29643,20.87849,20.70663,20.51287,3438,301,6,164,2.97021e+18,0.4527183,2638,54095,326
"QSO",1.23768e+18,20.61256142,18.88497864,23.22002,19.99424,18.50532,17.85408,17.49824,7913,301,2,88,5.7816e+18,0.2381879,5135,55862,382
"QSO",1.23766e+18,185.4444916,38.07603633,22.50414,21.78741,21.54497,21.63782,21.33402,4470,301,5,19,4.46436e+18,0.8627143,3965,55302,592
"QSO",1.23765e+18,230.335243,56.42682884,24.47443,21.97706,22.11447,22.21526,21.75194,1345,301,3,517,9.48241e+18,3.021563,8422,58219,301
"QSO",1.23766e+18,158.2384519,33.51772151,21.51937,21.24405,20.8191,20.75905,20.80259,4518,301,1,195,1.15643e+19,1.257353,10271,58497,684
"QSO",1.23767e+18,341.133914,7.214166249,20.71097,19.99158,19.76767,19.57995,19.19386,5640,301,4,237,5.69601e+18,2.225886,5059,56190,300
"QSO",1.23767e+18,354.2673428,7.119794555,23.08263,21.94641,21.3422,20.93981,20.58466,5598,301,3,77,6.9423e+18,1.161233,6166,56181,16
"QSO",1.23766e+18,347.3133182,0.721531386,21.21772,20.54197,20.21762,20.0635,19.9153,4188,301,5,25,4.73907e+18,2.443337,4209,55478,559
"QSO",1.23766e+18,172.4113188,41.56540393,21.84117,21.7707,21.48457,21.43626,21.27924,3840,301,3,112,9.42156e+18,0.9675143,8368,57431,115
"QSO",1.23768e+18,335.3555027,32.04046606,21.87416,21.99861,21.65438,21.54979,21.16357,8156,301,5,97,8.67981e+18,0.9893081,7709,57666,908
"QSO",1.23766e+18,128.2406354,39.76178824,21.75542,21.43185,21.44126,21.0913,20.885,2825,301,2,147,9.93857e+18,1.742105,8827,57444,932
"QSO",1.23767e+18,171.4068666,28.10675449,18.97849,18.72428,18.31542,18.30027,18.39064,5061,301,1,369,2.49734e+18,1.130212,2218,53816,329
"QSO",1.23767e+18,165.0832558,27.35332055,23.3451,22.30822,22.33046,21.8416,21.11622,5061,301,1,332,1.17918e+19,0.9188347,10473,58142,816
"QSO",1.23766e+18,166.0503788,15.1475288,21.841,20.33242,20.04652,19.77644,19.65092,3631,301,6,330,6.03503e+18,3.045312,5360,55983,742
"QSO",1.23766e+18,159.9337915,51.76803324,18.72772,18.42633,17.75244,17.3175,17.13411,2821,301,2,101,1.13724e+18,0.2226562,1010,52649,296
"QSO",1.23766e+18,228.1181599,41.68790289,23.06089,21.87678,21.6206,21.54568,21.33271,3664,301,5,109,9.5928e+18,2.293576,8520,58191,466
"QSO",1.23767e+18,233.6992547,19.93887143,21.70397,20.98835,20.75127,20.71188,20.54656,4646,301,1,261,4.434e+18,2.182095,3938,55328,750
"QSO",1.23768e+18,329.7578802,17.92697747,21.43922,20.96877,20.69514,20.31302,20.07991,8108,301,2,50,8.52542e+18,0.5744612,7572,56944,379
"QSO",1.23766e+18,162.4448878,41.00529414,21.3985,21.36032,21.27178,21.04286,20.84467,3893,301,5,63,9.41822e+18,1.786404,8365,57450,254
"QSO",1.23767e+18,112.1121037,41.03706108,21.78177,21.90379,21.68535,21.3757,21.62929,6573,301,5,197,1.19977e+19,1.506613,10656,58163,308
"QSO",1.23765e+18,132.0760384,52.35562048,22.04375,21.79276,21.39033,20.81457,20.60557,1331,301,4,192,8.21122e+18,0.5694607,7293,56741,118
"QSO",1.23766e+18,191.1055557,6.741393342,20.86222,20.21202,20.07805,20.09131,19.96843,3841,301,2,175,6.08775e+18,2.634957,5407,55926,41
"QSO",1.23766e+18,139.3351675,35.43093828,21.06745,20.87983,20.57945,20.49534,20.61759,3606,301,4,106,1.15328e+19,1.095029,10243,58159,778
"QSO",1.23767e+18,154.5541341,26.59264308,24.29596,22.39724,24.29786,24.68951,21.7053,5061,301,4,269,1.08382e+19,1.170479,9626,57875,925
"QSO",1.23766e+18,225.8872225,52.93177584,21.96426,21.71957,21.54061,21.26189,21.26814,3225,301,4,106,9.45328e+18,1.848638,8396,57837,818
"QSO",1.23765e+18,136.5143484,58.91651837,23.90621,21.01981,20.60247,20.56827,20.47464,1412,301,5,17,9.22925e+18,3.257268,8197,57064,898
"QSO",1.23766e+18,193.4262976,4.137692564,20.79944,20.1435,20.13436,20.05496,19.8322,2247,301,2,218,5.35612e+18,2.35258,4757,55653,780
"QSO",1.23768e+18,17.70048908,-8.07012042,21.90079,22.30405,20.85883,19.91414,19.53658,8095,301,2,417,8.05928e+18,1.323922,7158,56956,335
"QSO",1.23768e+18,347.9201465,-1.814257122,21.64845,22.81985,21.37493,20.72721,19.96517,8038,301,5,138,1.0373e+19,1.597462,9213,57712,367
"QSO",1.23768e+18,31.54010271,20.60261777,23.72004,22.10795,21.56343,21.11657,20.66241,7917,301,4,300,8.59288e+18,2.090661,7632,56987,38
"QSO",1.23767e+18,186.1195785,22.34282724,22.35095,20.994,20.8993,20.86429,20.90885,5183,301,3,356,6.73181e+18,2.989158,5979,56329,208
"QSO",1.23766e+18,186.215918,7.611807931,23.38391,21.99327,21.59994,21.33615,20.92041,3841,301,4,142,6.07652e+18,2.657561,5397,55944,148
"QSO",1.23766e+18,250.5475146,39.93750833,22.04329,21.60796,20.79057,20.54037,20.31725,2335,301,1,33,1.20789e+19,1.171834,10728,58248,764
"QSO",1.23766e+18,23.61700263,-0.798256183,20.835,20.76247,20.50797,20.55101,20.54368,4263,301,2,273,8.83502e+18,1.023611,7847,57012,286
"QSO",1.23766e+18,138.6284813,40.75791666,23.16359,21.85716,21.02407,20.65294,20.49159,2964,301,6,100,9.34161e+18,1.529298,8297,57416,82
"QSO",1.23766e+18,245.5931434,36.85666246,22.1273,21.73477,21.63686,21.42012,20.75263,3705,301,2,290,1.21e+19,0.8674583,10731,58247,346
"QSO",1.23767e+18,0.664180898,25.84300898,25.81834,24.84541,23.15757,21.57243,19.00821,4836,301,6,370,8.63142e+18,5.817004,7666,57339,979
"QSO",1.23765e+18,182.6201499,2.915055894,19.61549,19.15329,18.71079,18.39897,18.11961,1458,301,4,386,5.82265e+17,0.4397038,517,52024,635
"QSO",1.23767e+18,189.5453904,35.19631253,19.78603,19.55742,19.32704,19.26277,19.25242,4552,301,4,125,2.27443e+18,1.327576,2020,53431,404
"QSO",1.23766e+18,178.6261416,49.82241345,21.12965,20.89718,20.92767,20.53179,20.5614,2964,301,3,294,8.3353e+18,1.822955,7403,57071,948
"QSO",1.23768e+18,40.12401637,1.324728032,20.95602,20.55362,20.55747,20.41755,20.06774,7717,301,2,597,4.79753e+18,2.210924,4261,55503,250
"QSO",1.23767e+18,215.5193064,15.17962878,17.60106,17.70332,17.59658,17.48339,17.21211,5322,301,3,40,3.09176e+18,0.2561927,2746,54232,158
"QSO",1.23766e+18,249.6639989,36.97498783,20.85135,20.9576,20.58417,20.53269,20.25205,3225,301,4,259,1.20767e+19,1.317979,10726,58199,935
"QSO",1.23766e+18,11.53555187,-0.817029265,22.57022,22.03901,22.21469,21.64931,21.48099,4263,301,2,193,8.8609e+18,1.646339,7870,57016,251
"QSO",1.23766e+18,130.870355,38.80202124,22.04683,21.6673,21.58596,21.62691,21.05733,2864,301,6,167,4.23922e+18,2.19364,3765,55508,761
"QSO",1.23768e+18,317.4462313,6.942980033,21.34645,19.7798,19.1944,18.72347,18.34497,7770,301,4,35,1.27409e+19,2.939988,11316,58396,632
"QSO",1.23766e+18,188.1501447,42.28289191,20.92565,20.04255,19.63425,19.15549,19.08599,3893,301,3,191,5.29741e+18,0.6332871,4705,55705,180
"QSO",1.23766e+18,163.7428697,41.17296825,21.19757,21.16698,20.86367,20.72167,20.51329,3893,301,5,69,9.41941e+18,1.381362,8366,57432,492
"QSO",1.23767e+18,13.54517049,7.136671702,22.65912,22.39183,22.17817,21.96634,22.08471,5656,301,3,105,1.24457e+19,2.19714,11054,58424,33
"QSO",1.23768e+18,337.9030419,2.96471688,22.6362,22.05075,21.68786,21.68552,21.69305,7712,301,5,182,1.27712e+19,1.0104,11343,58430,352
"QSO",1.23767e+18,258.9395427,39.48164858,21.70113,21.48303,21.38287,21.01244,20.9299,4682,301,2,229,1.21183e+19,2.159325,10763,58395,818
"QSO",1.23766e+18,240.9337951,46.43814249,21.96426,21.81038,21.70578,22.00398,22.16802,2299,301,2,288,9.57693e+18,0.9298829,8506,57893,93
"QSO",1.23766e+18,227.1027152,10.57049367,21.69608,21.16871,20.88865,20.82523,20.49859,3836,301,6,516,6.17565e+18,0.9823297,5485,56063,311
"QSO",1.23766e+18,170.026406,57.71230094,20.77286,20.85135,20.64919,20.51331,20.42879,2826,301,6,242,9.20673e+18,1.421481,8177,57374,911
"QSO",1.23765e+18,136.4266052,2.042649126,21.20746,20.88137,20.8854,20.51305,20.62134,1907,301,4,92,1.41234e+19,1.795036,12544,58928,531
"QSO",1.23766e+18,14.00260135,0.898745049,21.55344,20.25012,20.13446,20.01562,19.92216,4263,301,6,209,4.75604e+18,2.761883,4224,55481,872
"QSO",1.23766e+18,127.2141064,38.93804764,20.60139,20.27189,20.10978,20.1307,19.96527,2825,301,2,140,4.2369e+18,0.9353215,3763,55508,506
"QSO",1.23766e+18,127.1716221,33.92029822,22.24331,21.97679,21.84648,21.38047,21.01209,2964,301,6,24,1.15216e+19,0.8597057,10233,58130,959
"QSO",1.23765e+18,165.4978219,-2.065836571,21.7858,21.22543,21.12646,20.85533,20.84421,1140,301,4,84,4.24816e+18,1.571076,3773,55240,500
"QSO",1.23766e+18,181.3422069,51.1615125,22.34344,21.74271,21.62271,21.35067,20.61959,2964,301,6,306,9.26076e+18,0.7943912,8225,57375,857
"QSO",1.23766e+18,166.117528,58.51757514,22.13424,22.00251,22.02349,21.88127,21.48597,2987,301,3,87,9.21443e+18,2.000547,8184,57426,219
"QSO",1.23767e+18,348.7290723,20.15889687,20.91283,20.66742,20.72883,20.39981,20.52888,6366,301,4,120,8.56815e+18,1.744098,7610,56980,174
"QSO",1.23766e+18,184.5870584,43.15677197,22.02014,22.05547,21.56813,21.30113,21.09025,3893,301,5,173,9.42727e+18,1.339093,8373,57785,416
"QSO",1.23768e+18,349.7595622,33.3655464,25.51941,23.47415,21.91606,20.81569,19.92187,8157,301,2,61,8.73248e+18,1.190009,7756,58392,5
"QSO",1.23768e+18,352.6564235,17.73061515,22.3004,20.75365,20.43047,20.49286,20.17379,7912,301,5,110,6.90294e+18,2.520176,6131,56211,190
"QSO",1.23766e+18,121.088649,56.21394305,22.13597,21.46757,21.11602,21.10859,21.324,4294,301,6,115,8.19786e+18,3.281325,7281,57007,668
"QSO",1.23766e+18,176.6311066,48.39072309,22.4983,21.50359,20.85024,20.57951,20.52405,3530,301,6,350,8.33416e+18,3.210564,7402,56810,916
"QSO",1.23766e+18,117.9224953,50.78511978,22.62159,21.80939,21.83359,21.98366,21.1937,4264,301,3,102,9.35418e+18,2.671272,8308,57417,738
"QSO",1.23766e+18,237.0348468,46.69958721,20.75433,20.65168,20.58659,20.23113,20.12148,3225,301,3,169,9.57827e+18,1.792006,8507,57878,856
"QSO",1.23766e+18,227.8502868,-1.77082425,19.71464,19.53787,19.22585,19.02289,19.07889,2379,301,4,125,1.03932e+18,1.468818,923,52404,426
"QSO",1.23766e+18,246.076209,22.28181945,22.07495,21.4031,21.65449,21.49624,21.10587,3900,301,4,736,4.56913e+18,2.232095,4058,55358,834
"QSO",1.23767e+18,352.8367461,6.953440921,19.60516,19.44056,19.12135,19.06582,19.11939,5598,301,3,68,1.27082e+19,1.388931,11287,58429,433
"QSO",1.23766e+18,131.5986285,31.71705227,22.10889,21.63623,21.73807,21.43683,21.46191,3606,301,5,57,1.20079e+19,1.53445,10665,58456,749
"QSO",1.23766e+18,118.4801616,16.32738501,19.52517,18.97931,19.02016,18.79132,18.82148,4517,301,2,39,2.342e+18,0.5607957,2080,53350,474
"QSO",1.23766e+18,225.478427,35.2048392,20.42102,20.2347,20.1485,20.12494,20.04634,3893,301,4,389,1.21001e+19,2.047425,10747,58220,224
"QSO",1.23766e+18,18.8786585,0.986563324,21.76909,21.61943,21.61904,21.3081,21.90923,4263,301,6,242,8.86778e+18,1.935038,7876,57002,705
"QSO",1.23766e+18,353.5968831,-0.749879177,24.10675,22.30912,21.17066,21.16963,21.08832,4263,301,2,73,4.74235e+18,3.709457,4212,55447,220
"QSO",1.23765e+18,114.9860436,39.11229708,21.11462,20.96345,20.75187,20.65014,21.06867,1402,301,3,47,1.05486e+19,1.41068,9369,58054,222
"QSO",1.23768e+18,353.603455,18.18934361,20.89889,20.76152,20.52612,20.36275,20.22341,7912,301,6,116,8.5592e+18,1.510072,7602,56954,412
"QSO",1.23766e+18,14.24771427,-0.808739873,21.9246,21.60995,21.41428,21.25518,20.72837,4263,301,2,211,4.75705e+18,0.7299516,4225,55455,458
"QSO",1.23766e+18,174.5723461,41.98588927,19.65238,19.52965,19.33784,19.40935,19.43689,3893,301,3,123,9.42287e+18,0.9810551,8369,57451,794
"QSO",1.23768e+18,40.53735084,-4.327127389,20.79487,19.97413,19.44334,19.29597,19.06606,7881,301,3,292,8.87234e+18,0.9043359,7880,57336,900
"QSO",1.23766e+18,213.0889642,6.096558873,21.71454,20.79543,20.64832,20.47378,20.09516,3910,301,2,19,5.47419e+18,2.502716,4862,55685,224
"QSO",1.23768e+18,341.0899537,3.094282181,21.67655,21.65101,21.63345,21.30926,21.70441,7712,301,5,203,1.27e+19,1.835689,11308,58426,232
"QSO",1.23768e+18,38.26968427,-4.931232036,21.41199,21.45693,20.94456,20.61399,20.52597,7881,301,2,277,8.14591e+18,1.429102,7235,56603,79
"QSO",1.23766e+18,221.596142,53.7279844,21.58879,21.12793,20.93618,20.69855,20.53102,3225,301,2,89,9.45776e+18,1.606395,8400,57837,712
"QSO",1.23766e+18,205.6058133,52.69095994,21.09399,21.20552,20.80468,20.88074,20.86898,3180,301,2,33,9.23923e+18,1.13458,8206,57424,362
"QSO",1.23766e+18,173.1326921,49.38650066,20.45852,20.36068,20.28287,20.11847,19.87012,2964,301,3,270,7.52688e+18,2.061795,6685,56412,884
"QSO",1.23766e+18,217.0865855,35.18004492,21.59664,21.51648,21.24638,21.17645,21.38842,3900,301,3,547,1.21114e+19,1.108567,10757,58223,277
"QSO",1.23767e+18,238.3852108,11.52991903,19.89408,19.57504,19.25274,19.17513,19.31615,5326,301,6,253,2.83743e+18,1.213342,2520,54584,597
"QSO",1.23765e+18,250.245877,43.00624036,22.34016,22.06194,22.0003,21.90018,21.72187,2207,301,1,72,9.61202e+18,1.638608,8537,58014,771
"QSO",1.23768e+18,338.0254584,10.3205415,22.3029,21.53206,21.38376,21.44955,21.09424,7773,301,1,166,5.68941e+18,2.654439,5053,56213,848
"QSO",1.23766e+18,192.106364,11.72796177,22.38646,21.51817,21.37926,21.40886,21.50297,3805,301,2,33,6.09349e+18,1.042464,5412,55981,427
"QSO",1.23766e+18,182.4860366,42.19831613,19.22639,19.18431,18.94001,18.8636,18.85514,3840,301,3,163,1.63032e+18,1.395625,1448,53120,69
"QSO",1.23766e+18,114.1082442,18.95753746,20.53986,20.19717,19.98539,19.86377,19.67382,3560,301,5,30,1.24785e+19,0.9302688,11083,58515,598
"QSO",1.23766e+18,183.5650593,49.93606908,21.37933,21.22781,20.94507,20.77331,20.36025,2964,301,3,316,9.26177e+18,0.888406,8226,57423,442
"QSO",1.23768e+18,333.6935554,18.10074774,22.03191,21.77087,21.48515,20.94139,21.47655,8096,301,5,61,8.52758e+18,1.529123,7574,56945,50
"QSO",1.23768e+18,359.2189048,27.54991037,21.13247,20.89592,20.72,20.3868,20.84637,8103,301,4,91,8.66632e+18,1.610523,7697,57574,990
"QSO",1.23766e+18,155.1101415,56.26372866,21.44157,21.58096,21.28424,21.26278,20.79712,2987,301,3,45,9.21003e+18,1.342254,8180,57345,623
"QSO",1.23766e+18,162.4670676,56.79242957,22.06426,21.82575,22.03902,21.38199,21.37675,2243,301,1,256,9.20775e+18,2.205745,8178,57428,522
"QSO",1.23768e+18,345.221147,2.593461754,21.90143,21.79169,21.44344,21.25545,21.07686,7712,301,4,231,1.27261e+19,1.289637,11303,58428,340
"QSO",1.23766e+18,135.5205174,39.30536028,21.53924,21.15856,21.17403,20.76242,20.80852,2830,301,2,179,9.94179e+18,0.6376743,8830,57447,358
"QSO",1.23766e+18,227.6841365,-1.812791278,19.53598,19.18806,19.09384,18.96396,18.71637,2379,301,4,123,1.03825e+18,2.055349,922,52426,624
"QSO",1.23766e+18,129.8499567,35.86727573,20.61727,20.08025,19.90954,19.98865,19.73536,2964,301,6,43,5.00034e+18,2.272001,4441,55532,792
